ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,Видимость в каталоге,Короткое описание,Описание,Дата начала действия продажной цены,Дата окончания действия продажной цены,Статус налога,Налоговый класс,В наличии?,Запасы,Задержанный заказ возможен?,Продано индивидуально?,Вес (kg),Длина (cm),Ширина (cm),Высота (cm),Разрешить отзывы от клиентов?,Примечание к покупке,Цена распродажи,Базовая цена,Категории,Метки,Класс доставки,Изображения,Лимит загрузок,Число дней до просроченной загрузки,Родительский,Сгруппированные товары,Апсейл,Кросселы,Внешний URL,Текст кнопки,Позиция,Имя атрибута 1,Значение(-я) аттрибута(-ов) 1,Видимость атрибута 1,Глобальный атрибут 1
,simple,43952,Hunter ошейник для собак ALU-Strong M (40-55 см) нейлон с металлической застежкой бордовый,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong М (АЛУ Стронг) для собак крупных пород цвета бордо оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 40-55 см, ширина ошейника - 20 мм.",,,taxable,,1,,0,0,,,,,0,,,1020.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/6ebe8934-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,43515,Hunter ошейник для собак ALU-Strong M (40-55 см) нейлон с металлической застежкой красный,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong М (АЛУ Стронг) для собак крупных пород цвета бордо оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 40-55 см, ширина ошейника - 20 мм.",,,taxable,,1,,0,0,,,,,0,,,1020.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/672fa40a-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,43967,Hunter ошейник для собак ALU-Strong M (40-55 см) нейлон с металлической застежкой оранжевый,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong М (АЛУ Стронг) для собак крупных пород цвета бордо оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 40-55 см, ширина ошейника - 20 мм.",,,taxable,,1,,0,0,,,,,0,,,1020.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/712e11c6-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,43958,Hunter ошейник для собак ALU-Strong M (40-55 см) нейлон с металлической застежкой темно-синий,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong М (АЛУ Стронг) для собак крупных пород цвета бордо оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 40-55 см, ширина ошейника - 20 мм.",,,taxable,,1,,0,0,,,,,0,,,1020.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/712e111d-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,43509,Hunter ошейник для собак ALU-Strong M (40-55 см) нейлон с металлической застежкой черный,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong М (АЛУ Стронг) для собак крупных пород цвета бордо оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 40-55 см, ширина ошейника - 20 мм.",,,taxable,,1,,0,0,,,,,0,,,1020.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/64b53443-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,47645,Hunter ошейник для собак ALU-Strong Paisley M (40-55 см) нейлон с металлической застежкой мотив «индийские огурцы»,1,0,visible,,"Ошейник нейлоновый для собак средних и крупных пород Paisley ALU-Strong M (Пэйслей Алу Стронг) оснащен надежной металлической застежкой и хромированной фурнитурой. Модный рисунок ""пейсли"" или ""индийские огурцы"" на тесьме, пристроченной к нейлону, придает ошейнику оригинальный вид. Пластиковый бегунок, благодаря которому размер ошейника регулируется и фиксируется особенно пригодится для щенков, обхват шеи которых сильно увеличивается в процессе роста, т.к. размер ошейника можно изменять в широких пределах. Обхват шеи 40 - 55 см, ширина - 2,0 см. ",,,taxable,,1,,0,0,,,,,0,,,1146.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/1bd5b7a5-b818-11e0-bed0-003048cfeba6.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,47644,Hunter ошейник для собак ALU-Strong Paisley S (30-45 см) нейлон с металлической застежкой мотив «индийские огурцы»,1,0,visible,,"Ошейник нейлоновый для собак средних и крупных пород Paisley ALU-Strong S (Пэйслей Алу Стронг) оснащен надежной металлической застежкой и хромированной фурнитурой. Модный рисунок ""пейсли"" или ""индийские огурцы"" на тесьме, пристроченной к нейлону, придает ошейнику оригинальный вид. Пластиковый бегунок, благодаря которому размер ошейника регулируется и фиксируется особенно пригодится для щенков, обхват шеи которых сильно увеличивается в процессе роста, т.к. размер ошейника можно изменять в широких пределах. Обхват шеи 30 - 45 см, ширина - 1,5 см. ",,,taxable,,1,,0,0,,,,,0,,,1072.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/1bd5b7a8-b818-11e0-bed0-003048cfeba6.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,47877,Hunter ошейник для собак ALU-Strong S (30-45 см) нейлон с металлической застежкой бирюзовый,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong S (АЛУ Стронг) для собак средних пород  оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 30-45 см, ширина ошейника - 15 мм.",,,taxable,,1,,0,0,,,,,0,,,946.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/51f417a1-26f7-11e1-818c-003048cfeba7.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,43966,Hunter ошейник для собак ALU-Strong S (30-45 см) нейлон с металлической застежкой оранжевый,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong S (АЛУ Стронг) для собак средних пород  оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 30-45 см, ширина ошейника - 15 мм.",,,taxable,,1,,0,0,,,,,0,,,946.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/712e119f-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,46679,Hunter ошейник для собак ALU-Strong S (30-45 см) нейлон с металлической застежкой фиолетовый,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong S (АЛУ Стронг) для собак средних пород фиолетового цвета оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 30-45 см, ширина ошейника - 15 мм.",,,taxable,,1,,0,0,,,,,0,,,946.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/8bcc6e10-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,43508,Hunter ошейник для собак ALU-Strong S (30-45 см) нейлон с металлической застежкой черный,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong S (АЛУ Стронг) для собак средних пород черного цвета оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 30-45 см, ширина ошейника - 15 мм.",,,taxable,,1,,0,0,,,,,0,,,946.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/64b5341b-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,43514,Hunter ошейник для собак ALU-Strong S (30-45 см) нейлонс металлической застежкой красный,1,0,visible,,"Прочный нейлоновый ошейник Hunter (Хантер) ALU-Strong S (АЛУ Стронг) для собак средних пород красного цвета оснащен надежной металлической застежкой и хромированной фурнитурой, что делает его носким и стойким к внешним воздействиям. С помощью бегунка можно регулировать и фиксировать размер ошейника, что особенно удобно для щенков, обхват шеи которых сильно увеличивается в процессе роста. Ошейник подходит для собак с обхватом шеи 30-45 см, ширина ошейника - 15 мм.",,,taxable,,1,,0,0,,,,,0,,,946.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/672fa3ec-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,47637,Hunter ошейник для собак ALU-Strong Zigzag L (45-65 cм) нейлон с металлической застежкой мотив «зигзаг»,1,0,visible,,"Нейлоновый ошейник для собак крупных пород Zigzag ALU-Strong L (Зигзаг Алу Стронг) оснащен надежной металлической застежкой и хромированной фурнитурой. Модный рисунок ""Зигзаг"" на тесьме, пристроченной к нейлону, придает ошейнику оригинальный вид. Пластиковый бегунок, благодаря которому размер ошейника регулируется и фиксируется, особенно пригодится для щенков, обхват шеи которых сильно увеличивается в процессе роста, т.к. размер ошейника можно изменять в широких пределах. Обхват шеи 45 - 65 см, ширина - 2,5 см.",,,taxable,,1,,0,0,,,,,0,,,1298.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/ea7b740b-b819-11e0-bed0-003048cfeba6.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,47636,Hunter ошейник для собак ALU-Strong Zigzag M (40-55 cм) нейлон с металлической застежкой мотив «зигзаг»,1,0,visible,,"Нейлоновый ошейник для собак крупных пород Zigzag ALU-Strong M (Зигзаг Алу Стронг) оснащен надежной металлической застежкой и хромированной фурнитурой. Модный рисунок ""Зигзаг"" на тесьме, пристроченной к нейлону, придает ошейнику оригинальный вид. Пластиковый бегунок, благодаря которому размер ошейника регулируется и фиксируется, особенно пригодится для щенков, обхват шеи которых сильно увеличивается в процессе роста, т.к. размер ошейника можно изменять в широких пределах. Обхват шеи 40-55 см, ширина - 2,0 см.",,,taxable,,1,,0,0,,,,,0,,,1146.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/ea7b740e-b819-11e0-bed0-003048cfeba6.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,47635,Hunter ошейник для собак ALU-Strong Zigzag S (30-45 cм) нейлон с металлической застежкой мотив «зигзаг»,1,0,visible,,"Нейлоновый ошейник для собак крупных пород Zigzag ALU-Strong S (Зигзаг Алу Стронг) оснащен надежной металлической застежкой и хромированной фурнитурой. Модный рисунок ""Зигзаг"" на тесьме, пристроченной к нейлону, придает ошейнику оригинальный вид. Пластиковый бегунок, благодаря которому размер ошейника регулируется и фиксируется, особенно пригодится для щенков, обхват шеи которых сильно увеличивается в процессе роста, т.к. размер ошейника можно изменять в широких пределах. Обхват шеи 30-45 см, ширина - 15 мм.",,,taxable,,1,,0,0,,,,,0,,,1072.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/ea7b7411-b819-11e0-bed0-003048cfeba6.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,46948,"Hunter ошейник для собак Basic 55 (41-49 см) /3,9 кожа красный/черный",1,0,visible,,"Прочный и стильный ошейник для собак крупных пород Basic 55 (Басик) от Hunter (Хантер). Изготовлен из двух слоев телячьей кожи, что делает его по-настоящему долговечным и красивым аксессуаром для вашего питомца. Подвернутые края делают его еще более практичным, а яркий красный цвет и черная подкладка - стильной вещью, которая подарит много приятных моментов вам и вашему любимцу. Обхват шеи 41-49 см, ширина - 3,9 см.",,,taxable,,1,,0,0,,,,,0,,,2089.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/8e462f33-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,46949,"Hunter ошейник для собак Basic 60 (47-54 см)/3,9  кожа красный/черный",1,0,visible,,"Подарите своему питомцу по-настоящему долговечную и красивую вещь. Ошейник для собак крупных пород Basic 60 (Басик) от Hunter (Хантер). Он искусно выделан из двух слоев телячьей кожи, имеет подвернутые края, которые делают его еще более практичным. Яркий красный цвет и черная подкладка - привлекут внимание к вашему любимцу и никого не оставят равнодушным. Обхват шеи 47-54 см, ширина - 3,9 см.",,,taxable,,1,,0,0,,,,,0,,,2274.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/afff0c58-77c4-11e0-0f93-001517e97967.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/afff0c58-77c4-11e0-0f93-001517e97967_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,46950,"Hunter ошейник для собак Basic 65 (51-58,5 см)/3,9 см кожа красный/черный",1,0,visible,,"Ошейник для собак крупных пород Basic 65 (Басик) от Hunter (Хантер) - идеальное решение для владельцев, любящих качественные и красивые вещи. Он искусно выделан из двух слоев телячьей кожи. Яркий красный цвет, подвернутые края и черная подкладка - такой комплект обеспечит комфорт и яркость образа вашему любимцу. Обхват шеи 51-58,5 см, ширина - 3,9 см.",,,taxable,,1,,0,0,,,,,0,,,2513.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/90984e64-3594-11e0-4488-001517e97967.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/90984e64-3594-11e0-4488-001517e97967_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,61780,"Hunter ошейник для собак Basic Rom 55 (41-49 см)/3,9 натуральная кожа коричневый/черный",1,0,visible,,"Ошейник для собак крупных пород. Двуслойный с подвернутым краем для предотвращения вытирания шерсти в процессе использования. Ошейник украшен стильной хромированной фурнитурой. <br>Натуральная кожа <br>Обхват шеи 41-49 см <br>Ширина 3,9 см",,,taxable,,1,,0,0,,,,,0,,,3115.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/d29585dc-718a-11e5-80d6-00155d298300.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/d29585dc-718a-11e5-80d6-00155d298300_2.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/d29585dc-718a-11e5-80d6-00155d298300_3.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,61774,"Hunter ошейник для собак Basic Rom 55 (41-49 см)/3,9 натуральная кожа черный",1,0,visible,,"Ошейник для собак крупных пород. Двуслойный с подвернутым краем для предотвращения вытирания шерсти в процессе использования. Ошейник украшен стильной хромированной фурнитурой. <br>Натуральная кожа <br>Обхват шеи 41-49 см <br>Ширина 3,9 см",,,taxable,,1,,0,0,,,,,0,,,3115.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/0a980b22-c90b-11e6-8113-00155d290810.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/0a980b22-c90b-11e6-8113-00155d290810_2.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/0a980b22-c90b-11e6-8113-00155d290810_3.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,61776,"Hunter ошейник для собак Basic Rom 65 (51-58,5 см)/3,9 натуральная кожа черный",1,0,visible,,"Ошейник для собак крупных пород. Двуслойный с подвернутым краем для предотвращения вытирания шерсти в процессе использования. Ошейник украшен стильной хромированной фурнитурой. <br>Натуральная кожа<br> Обхват шеи 51-58,5 см <br>Ширина 3,9 см",,,taxable,,1,,0,0,,,,,0,,,4204.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/4efec38c-7c53-11e4-b16a-001517e97967.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/4efec38c-7c53-11e4-b16a-001517e97967_2.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/4efec38c-7c53-11e4-b16a-001517e97967_3.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,42786,Hunter ошейник для собак Canadian 50 (37-43 см) кожа лося коньячно-черный,1,0,visible,,"Ошейник для собак крупных пород Hunter Conadian 50 (Конадиан). Двуслойный ошейник с подвернутым краем. Выполнен из натуральной, очень мягкой кожи лося. Обхват шеи 37-43 см, ширина - 39 мм. Цвет коньячно-черный. Имеет хромированную фурнитуру.
<br>
Наличие товара на складе уточняйте у вашего менеджера отдела продаж.",,,taxable,,1,,0,0,,,,,0,,,4333.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/5c9138a7-3594-11e0-4488-001517e97967.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/5c9138a7-3594-11e0-4488-001517e97967_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,42784,Hunter ошейник для собак Canadian 65 (50-56 см) кожа лося черный/коньячный,1,0,visible,,"Ошейник для собак крупных пород Hunter Conadian 65 (Конадиан) - Самый популярный ошейник фирмы Hunter для собак крупных пород. Двуслойный ошейник с подвернутым краем. Выполнен из натуральной, очень мягкой кожи лося. Обхват шеи 50-56 см, ширина - 36 мм. Цвет коньячно-черный. Имеет хромированную фурнитуру.<br>
Наличие товара на складе уточняйте у вашего менеджера отдела продаж.",,,taxable,,1,,0,0,,,,,0,,,4988.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/5c91387e-3594-11e0-4488-001517e97967.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/5c91387e-3594-11e0-4488-001517e97967_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,63802,"Hunter ошейник для собак Cannes 45 (29-37 см)/2,8 см натуральная кожа черный",1,0,visible,,"Ошейник для собак средних пород. Очень мягкая кожа эксклюзивной выделки. Ошейник двуслойный с подвернутыми краями для предотвращения вытирания шерсти в процессе использования.  <br>Натуральная телячья кожа. <br>Обхват шеи 29-37 см <br>Ширина 2,8 см",,,taxable,,1,,0,0,,,,,0,,,3711.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/414d1e5d-c90c-11e6-8113-00155d290810.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/414d1e5d-c90c-11e6-8113-00155d290810_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,63307,"Hunter ошейник для собак Cannes 50 (34-42 см)/2,8 см натуральная кожа синий",1,0,visible,,"Ошейник для собак средних пород. Очень мягкая кожа эксклюзивной выделки. Яркий и насыщенный синий цвет. Ошейник двуслойный с подвернутыми краями для предотвращения вытирания шерсти в процессе использования.  <br>Натуральная телячья кожа. <br>Обхват шеи 34-42 см <br>Ширина 2,8 см",,,taxable,,1,,0,0,,,,,0,,,3886.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/d6d6b232-c90c-11e6-8113-00155d290810.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/d6d6b232-c90c-11e6-8113-00155d290810_2.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/d6d6b232-c90c-11e6-8113-00155d290810_3.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,63803,"Hunter ошейник для собак Cannes 50 (34-42 см)/2,8 см натуральная кожа черный",1,0,visible,,"Ошейник для собак средних пород. Очень мягкая кожа эксклюзивной выделки. Ошейник двуслойный с подвернутыми краями для предотвращения вытирания шерсти в процессе использования.  <br>Натуральная телячья кожа. <br>Обхват шеи 34-42 см <br>Ширина 2,8 см",,,taxable,,1,,0,0,,,,,0,,,3886.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/685f1014-c90c-11e6-8113-00155d290810.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/685f1014-c90c-11e6-8113-00155d290810_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,64700,"Hunter ошейник для собак Cannes Mini 32 (23-27,5)/2,5 см натуральная кожа синий",1,0,visible,,"Ошейник для собак мелких пород. Очень мягкая кожа эксклюзивной выделки. Яркий и насыщенный синий цвет. Ошейник двуслойный с подвернутыми краями для предотвращения вытирания шерсти в процессе использования. <br>
Обхват шеи 23-27,5 см, ширина - 2,5 см. <br>
",,,taxable,,1,,0,0,,,,,0,,,2883.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/cc58a945-9438-11e6-810e-00155d290810.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/cc58a945-9438-11e6-810e-00155d290810_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,64701,"Hunter ошейник для собак Cannes Mini 32 (23-28)/2,5 см натуральная кожа бордовый",1,0,visible,,"Ошейник для собак мелких пород. <br>Очень мягкая кожа эксклюзивной выделки. Яркий и насыщенный бордовый цвет. Ошейник двуслойный с подвернутыми краями для предотвращения вытирания шерсти в процессе использования. Между слоями находится специальная прочная сетка, которая делает ошейник еще более крепким и препятствует вытягиванию ошейника при использовании.  <br>Обхват шеи 23-28 см<br>
Ширина 2,5 см",,,taxable,,1,,0,0,,,,,0,,,2883.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/7442a0a9-2bc5-11e6-80ec-00155d2e8300.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/7442a0a9-2bc5-11e6-80ec-00155d2e8300_4.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/7442a0a9-2bc5-11e6-80ec-00155d2e8300_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,64697,"Hunter ошейник для собак Cannes Mini 37 (29-34)/2,5 см натуральная кожа красный",1,0,visible,,"Ошейник для собак мелких и средних пород. <br>Очень мягкая и слегка бархатистая натуральная кожа. Ошейник двуслойный с подвернутыми краями, которые вытиранию шерсти во время использования. Между слоями находится специальная прочная сетка, которая делает ошейник еще более крепким и препятствует вытягиванию ошейника при использовании.  <br>Обхват шеи 29-34 см<br>
Ширина 2,5 см",,,taxable,,1,,0,0,,,,,0,,,3120.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/88200288-2bc5-11e6-80ec-00155d2e8300.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/88200288-2bc5-11e6-80ec-00155d2e8300_3.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/88200288-2bc5-11e6-80ec-00155d2e8300_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,64693,"Hunter ошейник для собак Cannes Mini 37 (29-34)/2,5 см натуральная кожа синий",1,0,visible,,"Ошейник для собак мелких пород. <br>Очень мягкая и слегка бархатистая натуральная кожа. Ошейник двуслойный с подвернутыми краями, которые вытиранию шерсти во время использования. Между слоями находится специальная прочная сетка, которая делает ошейник еще более крепким и препятствует вытягиванию ошейника при использовании.  <br>Обхват шеи 29-34 см<br>
Ширина 2,5 см",,,taxable,,1,,0,0,,,,,0,,,3120.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/50e7b978-2bc5-11e6-80ec-00155d2e8300.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/50e7b978-2bc5-11e6-80ec-00155d2e8300_3.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/50e7b978-2bc5-11e6-80ec-00155d2e8300_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,62451,"Hunter ошейник для собак Capri 35 (24-30 см)/1,8  натуральная кожа малиновый/черный",1,0,visible,,"Ошейник для собак мелких пород. Двуслойный с подвернутыми краями, что препятствует вытиранию шерсти в процессе использования. Натуральная кожа. Обхват шеи 24-30 см, ширина 1,8 см.
",,,taxable,,1,,0,0,,,,,0,,,1827.00,Собаки > Ошейники,,,"http://tin29.ru/wp-content/uploads/2018/hunter/2edf6cca-0b8c-11e5-80c7-00155d298300.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/2edf6cca-0b8c-11e5-80c7-00155d298300_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,63403,"Hunter ошейник для собак Capri 40 (29-35 см)/1,8 натуральная кожа желтый перламутр/черный",1,0,visible,,"Ошейник для собак средних пород. <br>Натуральная телячья кожа. Ошейник двуслойный с подвернутыми краями, которые вытиранию шерсти во время использования. Между слоями находится специальная прочная сетка, которая делает ошейник еще более крепким и препятствует вытягиванию ошейника при использовании.  <br>Обхват шеи 29-35 см<br>
Ширина 1,8 см
",,,taxable,,1,,0,0,,,,,0,,,1868.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/f0fe7761-2bbb-11e6-80ec-00155d2e8300.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,61834,"Hunter ошейник для собак Capri 40 (29-35 см)/1,8 натуральная кожа лайм/черный",1,0,visible,,"Ошейник для собак средних пород. Натуральная кожа. Двуслойный. Подвернутые края кожи препятствует вытиранию шерсти. <br>
Обхват шеи 29-35 см <br>
Ширина 1,8 см <br>
Лайм/черный.",,,taxable,,1,,0,0,,,,,0,,,1868.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/42a4cbb1-505e-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,61839,"Hunter ошейник для собак Capri 45 (33-39 см)/2,8 натуральная кожа красный/черный",1,0,visible,,"Ошейник для собак средних пород. Выполнен из 2 слоев натуральной кожи с подвернутыми краями, что препятствует вытиранию шерсти в процессе использования. <br>
Обхват шеи 33-39 см <br>
Ширина 28 мм. <br>
Цвет: красный/черный",,,taxable,,1,,0,0,,,,,0,,,2495.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/f1ba0423-fb78-11e3-8d48-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,63404,"Hunter ошейник для собак Capri 45 (33-39 см)/2,8 см натуральная кожа желтый перламутр/черный",1,0,visible,,"Ошейник для собак средних пород. <br>Натуральная телячья кожа. Ошейник двуслойный с подвернутыми краями, которые вытиранию шерсти во время использования. Между слоями находится специальная прочная сетка, которая делает ошейник еще более крепким и препятствует вытягиванию ошейника при использовании.  <br>Обхват шеи 33-39 см<br>
Ширина 2,8 см
",,,taxable,,1,,0,0,,,,,0,,,2495.00,Собаки > Ошейники,,,http://tin29.ru/wp-content/uploads/2018/hunter/1cde026c-2bbc-11e6-80ec-00155d2e8300.jpg,,,,,,,,,1,Производитель,Hunter,1,1
